Data as of,Start week,End Week,HHS Region,State,Place of Death,Age group,All Deaths involving COVID-19 (U07.1),Deaths from All Causes,"Deaths involving Pneumonia, with or without COVID-19, excluding Influenza deaths
(J12.0–J18.9)","Deaths involving COVID-19 and Pneumonia, excluding Influenza (U07.1 and J12.0–J18.9)"
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,"Healthcare setting, dead on arrival",85 years and over,,,,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,"Healthcare setting, inpatient",0-14 years,,81,,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,"Healthcare setting, inpatient",15-44 years,,350,52,
07/23/2020,02/01/2020,07/18/2020,6,Oklahoma,Other,65-74 years,,137,,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,"Healthcare setting, inpatient",45-64 years,79,1653,308,47
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,"Healthcare setting, inpatient",65-74 years,116,1618,364,72
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,"Healthcare setting, inpatient",75-84 years,113,1669,418,74
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,"Healthcare setting, inpatient",85 years and over,134,1235,320,76
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,"Healthcare setting, outpatient or emergency room",0-14 years,,33,,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,"Healthcare setting, outpatient or emergency room",15-44 years,,257,,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,"Healthcare setting, outpatient or emergency room",45-64 years,,540,10,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,"Healthcare setting, outpatient or emergency room",65-74 years,,338,14,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,"Healthcare setting, outpatient or emergency room",75-84 years,,286,15,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,"Healthcare setting, outpatient or emergency room",85 years and over,,154,10,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Nursing home/longterm care facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Nursing home/longterm care facility,15-44 years,,14,,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Nursing home/longterm care facility,45-64 years,,168,11,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Nursing home/longterm care facility,65-74 years,,387,18,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Nursing home/longterm care facility,75-84 years,34,938,49,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Nursing home/longterm care facility,85 years and over,81,1767,102,13
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Other,0-14 years,,11,,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Other,15-44 years,,325,,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Other,45-64 years,,237,,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Other,65-74 years,,112,,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Other,75-84 years,,131,11,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Other,85 years and over,,141,,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Place of death unknown,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Place of death unknown,15-44 years,,37,,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Place of death unknown,45-64 years,,112,,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Place of death unknown,65-74 years,,111,13,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Place of death unknown,75-84 years,,137,10,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Place of death unknown,85 years and over,,124,,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Decedent's home,0-14 years,,24,,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Decedent's home,15-44 years,,528,,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Decedent's home,45-64 years,,1817,30,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Decedent's home,65-74 years,,1759,39,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Decedent's home,75-84 years,,1766,53,
07/23/2020,02/01/2020,07/18/2020,4,Kentucky,Decedent's home,85 years and over,,1471,57,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Hospice facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Hospice facility,15-44 years,,22,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Hospice facility,45-64 years,10,198,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Hospice facility,65-74 years,29,279,20,14
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Hospice facility,75-84 years,45,307,34,27
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Hospice facility,85 years and over,54,356,40,28
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,"Healthcare setting, dead on arrival",0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,"Healthcare setting, dead on arrival",15-44 years,,10,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,"Healthcare setting, dead on arrival",45-64 years,,,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,"Healthcare setting, dead on arrival",65-74 years,,,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,"Healthcare setting, dead on arrival",75-84 years,,,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,"Healthcare setting, dead on arrival",85 years and over,,,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,"Healthcare setting, inpatient",0-14 years,,129,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,"Healthcare setting, inpatient",15-44 years,76,421,69,43
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,"Healthcare setting, inpatient",45-64 years,485,1792,330,221
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,"Healthcare setting, inpatient",65-74 years,538,1776,424,259
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,"Healthcare setting, inpatient",75-84 years,656,1878,489,328
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,"Healthcare setting, inpatient",85 years and over,431,1297,381,238
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,"Healthcare setting, outpatient or emergency room",0-14 years,,39,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,"Healthcare setting, outpatient or emergency room",15-44 years,,192,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,"Healthcare setting, outpatient or emergency room",45-64 years,28,413,19,11
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,"Healthcare setting, outpatient or emergency room",65-74 years,27,324,24,13
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,"Healthcare setting, outpatient or emergency room",75-84 years,43,288,35,15
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,"Healthcare setting, outpatient or emergency room",85 years and over,27,201,24,13
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Nursing home/longterm care facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Nursing home/longterm care facility,15-44 years,,26,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Nursing home/longterm care facility,45-64 years,23,274,27,17
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Nursing home/longterm care facility,65-74 years,61,605,55,31
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Nursing home/longterm care facility,75-84 years,118,1118,77,40
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Nursing home/longterm care facility,85 years and over,243,1958,133,84
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Other,0-14 years,,13,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Other,15-44 years,,395,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Other,45-64 years,,327,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Other,65-74 years,,178,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Other,75-84 years,,161,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Other,85 years and over,13,201,13,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Place of death unknown,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Place of death unknown,15-44 years,,61,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Place of death unknown,45-64 years,,168,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Place of death unknown,65-74 years,,143,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Place of death unknown,75-84 years,,176,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Place of death unknown,85 years and over,,156,10,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Decedent's home,0-14 years,,38,,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Decedent's home,15-44 years,12,515,10,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Decedent's home,45-64 years,39,1886,41,13
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Decedent's home,65-74 years,23,1890,27,
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Decedent's home,75-84 years,31,2024,38,12
07/23/2020,02/01/2020,07/18/2020,6,Louisiana,Decedent's home,85 years and over,41,2012,39,12
07/23/2020,02/01/2020,07/18/2020,1,Maine,Hospice facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Hospice facility,15-44 years,,10,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Hospice facility,45-64 years,,113,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Hospice facility,65-74 years,,149,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Hospice facility,75-84 years,,199,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Hospice facility,85 years and over,,233,11,
07/23/2020,02/01/2020,07/18/2020,1,Maine,"Healthcare setting, dead on arrival",0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,"Healthcare setting, dead on arrival",15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,"Healthcare setting, dead on arrival",45-64 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,"Healthcare setting, dead on arrival",65-74 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,"Healthcare setting, dead on arrival",75-84 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,"Healthcare setting, dead on arrival",85 years and over,,,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,"Healthcare setting, inpatient",0-14 years,,29,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,"Healthcare setting, inpatient",15-44 years,,57,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,"Healthcare setting, inpatient",45-64 years,,273,36,
07/23/2020,02/01/2020,07/18/2020,1,Maine,"Healthcare setting, inpatient",65-74 years,14,327,58,
07/23/2020,02/01/2020,07/18/2020,1,Maine,"Healthcare setting, inpatient",75-84 years,18,370,76,
07/23/2020,02/01/2020,07/18/2020,1,Maine,"Healthcare setting, inpatient",85 years and over,22,350,83,
07/23/2020,02/01/2020,07/18/2020,1,Maine,"Healthcare setting, outpatient or emergency room",0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,"Healthcare setting, outpatient or emergency room",15-44 years,,18,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,"Healthcare setting, outpatient or emergency room",45-64 years,,50,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,"Healthcare setting, outpatient or emergency room",65-74 years,,46,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,"Healthcare setting, outpatient or emergency room",75-84 years,,44,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,"Healthcare setting, outpatient or emergency room",85 years and over,,29,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Nursing home/longterm care facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Nursing home/longterm care facility,15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Nursing home/longterm care facility,45-64 years,,58,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Nursing home/longterm care facility,65-74 years,,137,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Nursing home/longterm care facility,75-84 years,17,372,26,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Nursing home/longterm care facility,85 years and over,29,861,58,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Other,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Other,15-44 years,,81,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Other,45-64 years,,114,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Other,65-74 years,,55,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Other,75-84 years,,37,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Other,85 years and over,,65,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Place of death unknown,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Place of death unknown,15-44 years,,35,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Place of death unknown,45-64 years,,112,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Place of death unknown,65-74 years,,141,12,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Place of death unknown,75-84 years,,202,12,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Place of death unknown,85 years and over,,240,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Decedent's home,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Decedent's home,15-44 years,,159,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Decedent's home,45-64 years,,515,,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Decedent's home,65-74 years,,517,12,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Decedent's home,75-84 years,,554,15,
07/23/2020,02/01/2020,07/18/2020,1,Maine,Decedent's home,85 years and over,,589,26,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Hospice facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Hospice facility,15-44 years,,54,,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Hospice facility,45-64 years,21,432,22,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Hospice facility,65-74 years,55,670,70,20
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Hospice facility,75-84 years,103,742,105,43
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Hospice facility,85 years and over,112,933,138,37
07/23/2020,02/01/2020,07/18/2020,3,Maryland,"Healthcare setting, dead on arrival",0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,"Healthcare setting, dead on arrival",15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,"Healthcare setting, dead on arrival",45-64 years,,12,,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,"Healthcare setting, dead on arrival",65-74 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,"Healthcare setting, dead on arrival",75-84 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,"Healthcare setting, dead on arrival",85 years and over,,,,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,"Healthcare setting, inpatient",0-14 years,,121,,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,"Healthcare setting, inpatient",15-44 years,82,428,67,35
07/23/2020,02/01/2020,07/18/2020,3,Maryland,"Healthcare setting, inpatient",45-64 years,482,1714,408,218
07/23/2020,02/01/2020,07/18/2020,3,Maryland,"Healthcare setting, inpatient",65-74 years,482,1684,443,248
07/23/2020,02/01/2020,07/18/2020,3,Maryland,"Healthcare setting, inpatient",75-84 years,553,1883,551,273
07/23/2020,02/01/2020,07/18/2020,3,Maryland,"Healthcare setting, inpatient",85 years and over,404,1459,456,212
07/23/2020,02/01/2020,07/18/2020,3,Maryland,"Healthcare setting, outpatient or emergency room",0-14 years,,34,,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,"Healthcare setting, outpatient or emergency room",15-44 years,11,321,,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,"Healthcare setting, outpatient or emergency room",45-64 years,30,448,13,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,"Healthcare setting, outpatient or emergency room",65-74 years,26,368,24,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,"Healthcare setting, outpatient or emergency room",75-84 years,41,328,21,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,"Healthcare setting, outpatient or emergency room",85 years and over,33,287,28,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Nursing home/longterm care facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Nursing home/longterm care facility,15-44 years,,14,,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Nursing home/longterm care facility,45-64 years,43,273,18,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Nursing home/longterm care facility,65-74 years,103,633,63,23
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Nursing home/longterm care facility,75-84 years,248,1184,101,53
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Nursing home/longterm care facility,85 years and over,520,2548,194,93
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Other,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Other,15-44 years,,477,,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Other,45-64 years,,448,,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Other,65-74 years,13,249,,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Other,75-84 years,22,439,15,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Other,85 years and over,77,1005,50,14
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Place of death unknown,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Place of death unknown,15-44 years,,44,,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Place of death unknown,45-64 years,,126,,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Place of death unknown,65-74 years,,119,,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Place of death unknown,75-84 years,,138,12,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Place of death unknown,85 years and over,,186,18,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Decedent's home,0-14 years,,19,,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Decedent's home,15-44 years,20,605,13,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Decedent's home,45-64 years,34,1929,25,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Decedent's home,65-74 years,27,1708,24,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Decedent's home,75-84 years,22,1978,29,
07/23/2020,02/01/2020,07/18/2020,3,Maryland,Decedent's home,85 years and over,30,2336,68,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,Hospice facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,Hospice facility,15-44 years,,17,,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,Hospice facility,45-64 years,,215,,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,Hospice facility,65-74 years,,294,18,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,Hospice facility,75-84 years,16,394,25,10
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,Hospice facility,85 years and over,13,513,40,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,"Healthcare setting, dead on arrival",0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,"Healthcare setting, dead on arrival",15-44 years,,88,,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,"Healthcare setting, dead on arrival",45-64 years,,63,,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,"Healthcare setting, dead on arrival",65-74 years,,28,,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,"Healthcare setting, dead on arrival",75-84 years,,10,,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,"Healthcare setting, dead on arrival",85 years and over,,17,,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,"Healthcare setting, inpatient",0-14 years,,116,,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,"Healthcare setting, inpatient",15-44 years,52,426,44,17
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,"Healthcare setting, inpatient",45-64 years,523,1968,432,265
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,"Healthcare setting, inpatient",65-74 years,794,2479,697,414
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,"Healthcare setting, inpatient",75-84 years,1157,3094,1006,603
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,"Healthcare setting, inpatient",85 years and over,1229,3233,1103,672
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,"Healthcare setting, outpatient or emergency room",0-14 years,,20,,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,"Healthcare setting, outpatient or emergency room",15-44 years,,250,,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,"Healthcare setting, outpatient or emergency room",45-64 years,42,602,17,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,"Healthcare setting, outpatient or emergency room",65-74 years,37,483,29,10
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,"Healthcare setting, outpatient or emergency room",75-84 years,41,434,37,15
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,"Healthcare setting, outpatient or emergency room",85 years and over,42,381,36,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,Nursing home/longterm care facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,Nursing home/longterm care facility,15-44 years,,10,,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,Nursing home/longterm care facility,45-64 years,69,321,22,15
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,Nursing home/longterm care facility,65-74 years,302,918,70,46
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,Nursing home/longterm care facility,75-84 years,817,2308,248,163
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,Nursing home/longterm care facility,85 years and over,2178,5633,694,444
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,Other,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,Other,15-44 years,,258,,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,Other,45-64 years,,225,,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,Other,65-74 years,10,149,,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,Other,75-84 years,49,354,13,
07/23/2020,02/01/2020,07/18/2020,1,Massachusetts,Other,85 years and over,162,1003,47,23
